tsne 1,tsne 2,tsne 3,author
-0.9490073,26.783764,-6.278025,HPL
-20.578417,8.501173,10.33329,MWS
8.138436,4.034599,26.189232,MWS
9.98534,29.19109,-12.771215,HPL
28.949224,1.4442717,13.517098,EAP
-12.479404,-2.588146,12.417198,EAP
-29.059124,11.197531,-5.1475677,MWS
-20.49788,-19.774593,10.976695,HPL
18.117107,-13.511753,11.789661,EAP
-14.408799,12.976651,-18.335955,HPL
-7.2033863,-21.111326,-5.6758046,HPL
29.894285,-2.5346212,-8.238396,EAP
-17.125483,21.088535,-6.6745124,EAP
-28.94123,4.466957,14.550587,EAP
10.588146,-4.8151536,29.907114,EAP
-26.762009,-9.035498,-14.181114,EAP
-27.366034,13.655796,-1.5671871,EAP
-22.336327,-0.99388707,-14.537346,EAP
8.4223995,-10.081173,0.43658683,EAP
27.269342,-19.463154,4.162387,EAP
-10.466889,14.903588,-13.234262,EAP
34.16457,-7.376487,-10.520332,EAP
12.664249,12.046916,-4.8122625,HPL
15.210842,10.241776,-14.573664,HPL
5.5983586,-15.70866,13.544327,HPL
-6.6041613,15.871021,-26.867657,EAP
-26.546297,-1.6204597,-10.671016,MWS
-6.860076,-4.0467834,6.816509,HPL
-9.065912,17.387712,2.3530285,EAP
-16.136414,-3.2090023,15.5477295,EAP
4.1605797,-6.917778,25.859198,MWS
-21.018179,-12.496416,-4.6873574,MWS
2.8711922,6.4864125,3.8169248,EAP
-15.788663,-2.8510356,-3.5800955,MWS
-6.6421614,-24.34257,-17.649897,EAP
14.073162,-4.0226226,-14.909701,HPL
-21.071253,-7.7036767,10.340167,HPL
-0.5376416,4.0413175,-11.545115,HPL
-7.3538404,19.726807,-6.578415,EAP
5.645742,-16.426445,-22.904215,HPL
-3.3878338,-10.639481,1.0661725,MWS
15.179035,-14.640416,-16.86388,HPL
8.289757,9.546107,-2.1550996,MWS
-8.229543,7.444409,27.614294,MWS
12.6305275,2.230722,-8.253469,EAP
-1.1534423,-25.6929,11.196596,EAP
0.53366673,-20.603367,11.20501,HPL
19.639557,-5.1051173,-2.4683933,HPL
20.938578,16.681507,-13.3568535,MWS
-0.4220192,3.1114976,30.433035,EAP
12.394372,-12.166775,-5.9023137,EAP
1.5354122,-30.559406,4.15864,MWS
-8.1458435,-10.371443,15.016473,HPL
-24.751831,-8.22562,4.3425674,EAP
23.747988,-12.221319,-5.2111034,EAP
-7.164449,5.23663,3.4738946,EAP
24.302944,-2.0516653,-2.3295546,EAP
-15.685771,24.824188,9.668315,HPL
6.7271323,-20.195236,-9.418855,HPL
-19.996418,-10.562922,-8.805575,MWS
-14.131402,22.492674,6.9201994,EAP
-9.541158,-13.63962,7.083188,HPL
-17.607887,19.25702,7.04338,EAP
-31.91155,2.027303,20.931892,EAP
23.239056,-6.4197288,6.59023,EAP
20.468603,8.694113,-12.105509,EAP
-13.893169,9.817456,-2.6607575,HPL
13.214541,-5.1915197,-5.753632,MWS
-17.401478,-19.82374,-12.065738,MWS
21.278215,4.2889056,-26.258696,EAP
-20.377651,12.480919,-5.2773743,MWS
-12.579187,18.649178,16.263176,EAP
-7.919974,-2.4269636,-17.110403,MWS
-8.159924,-17.489754,3.2786808,EAP
2.8478847,20.00682,0.6621653,MWS
24.69332,-13.564774,5.971867,EAP
-9.154943,-1.4391454,13.396849,EAP
19.171432,-1.7891415,-18.322927,MWS
-4.7448554,11.5744915,26.608599,HPL
17.759777,-23.183409,0.51288986,EAP
28.823248,-20.567047,-10.36891,HPL
5.6390624,-22.904974,-24.573137,EAP
-2.351535,-3.593721,27.043844,EAP
-3.7388515,-17.171543,-18.156961,EAP
-32.746258,-7.2365727,9.418631,EAP
-13.64169,12.73483,-20.287127,EAP
-18.766403,-17.085327,14.241918,EAP
-15.907513,9.443986,-28.888798,EAP
22.088587,-8.117525,-6.2361217,HPL
-22.71182,-20.757809,-7.3512473,MWS
1.7842817,-12.225737,-17.76879,EAP
20.550615,-18.121372,-12.2994795,HPL
-5.3332105,-8.415386,-24.439095,EAP
-2.5700161,-3.4704125,-5.967831,HPL
12.869081,25.757725,15.170951,MWS
7.655731,12.838491,-27.6832,MWS
-10.276649,6.4703374,0.9637724,EAP
26.125725,4.348177,5.849741,EAP
-0.18226783,10.547441,-12.708848,HPL
32.64827,5.3107624,-8.715558,HPL
15.609084,5.9189277,1.3226336,EAP
-4.2420316,-12.296435,14.57691,MWS
-28.150192,-9.46307,-11.206428,MWS
7.7639723,-19.83403,-13.370942,HPL
7.1487117,18.483313,-26.613728,EAP
2.0285623,6.469026,-27.328331,EAP
24.64002,-14.342243,-9.422455,EAP
-33.14294,8.969589,-1.9768082,EAP
1.3843546,-18.699667,-2.3270943,MWS
31.588434,4.322102,-8.980512,HPL
15.212084,11.72169,-1.7281865,MWS
-0.14375418,14.615545,2.4486034,EAP
3.2959008,-0.11241848,1.5755869,MWS
-10.634102,11.509142,21.716211,HPL
11.279029,27.39309,-8.878893,HPL
5.2549777,6.957825,-9.754359,EAP
-15.799322,8.5235195,11.394521,MWS
29.525272,3.6321442,-11.80689,HPL
-25.336838,-16.452051,-1.9025189,MWS
-4.4996037,22.632702,-24.68931,HPL
-11.901031,7.431474,-1.4557626,HPL
21.147387,-11.9960375,-3.7763116,HPL
-13.156944,23.264235,6.103032,EAP
-10.312907,9.790157,-16.26786,EAP
-12.4167385,2.1922789,-6.841602,MWS
6.210307,4.3411474,28.142845,EAP
2.2738738,3.9114108,-22.684782,HPL
-0.7091694,-4.126761,-20.980808,EAP
-13.145145,-7.173286,-8.735646,EAP
-8.418868,-0.21698362,-24.54509,MWS
17.366684,-17.373714,-16.269604,HPL
-8.322152,3.9277472,8.342812,EAP
33.940678,-1.5768467,-14.85667,EAP
22.38782,17.254185,-13.653695,MWS
3.5106544,7.553225,12.830308,MWS
29.432034,8.077473,-10.331389,HPL
-7.0781307,-8.049646,-6.2266498,EAP
-7.969092,-21.935835,-0.21600221,HPL
-23.357054,-14.726111,5.798165,EAP
18.449173,-7.5525,-15.022191,MWS
-16.273293,17.87239,-15.725691,EAP
-7.2157516,11.32438,28.978083,MWS
-16.053875,-12.178721,29.900772,EAP
-6.584015,22.716778,-11.453003,EAP
2.209499,6.9740047,-6.2204404,MWS
26.959278,-5.914269,14.926599,EAP
-11.072922,-21.817823,-2.3081517,EAP
16.81684,3.9738746,-0.39864472,MWS
18.55467,-8.014064,-12.999009,MWS
-5.996955,-19.323044,-13.229094,MWS
17.06939,-3.2282102,18.909658,EAP
14.832904,11.106984,-4.095497,HPL
23.495281,3.0011857,15.100162,EAP
-19.143324,14.047451,-0.83735126,MWS
-16.605036,13.286049,4.8058305,HPL
-1.1655852,-3.0223265,16.822546,HPL
1.0692949,-18.522266,2.0302126,MWS
-6.849547,-3.5331695,0.4678349,MWS
-9.630487,4.7253,17.295658,HPL
-0.24749877,22.95257,-1.1458529,EAP
0.49013218,19.529013,-1.2747194,HPL
1.643724,14.486624,-26.909063,MWS
-21.12358,4.9434905,2.41375,MWS
1.2440645,12.786433,-16.237478,HPL
23.726524,-0.513826,1.6321214,HPL
-14.347666,-12.266117,-10.428965,MWS
19.87575,20.257524,7.720602,HPL
1.7990029,5.555012,-26.536678,MWS
-8.720304,-0.05276188,-23.355068,MWS
-22.360888,-5.616526,-8.115797,MWS
17.163822,-6.5120215,-14.040042,MWS
-14.247071,-15.548924,-23.453749,MWS
22.421991,-13.171155,10.585704,EAP
-5.541927,-22.124151,8.2418165,HPL
-6.572976,-14.438598,4.032537,MWS
-10.420472,-12.782453,-3.1594262,MWS
4.680176,-12.726189,3.251038,MWS
-14.431274,-19.973993,2.608761,MWS
-4.8813095,-19.982386,-23.913012,MWS
12.190248,-19.175095,6.129745,EAP
-24.156553,-15.218817,-11.49515,MWS
-13.538822,-3.4518511,-1.1847826,HPL
-15.339255,20.26215,-2.2612357,MWS
-15.002056,8.773407,6.1881566,MWS
-6.5858936,-2.0173647,-13.237497,MWS
-12.80516,28.841803,-4.067309,EAP
-27.502674,-14.241739,-0.52286273,MWS
3.212286,9.625825,-21.125576,HPL
1.2542478,-11.720835,-15.356572,HPL
7.8038855,7.312851,-14.140003,HPL
5.9562407,26.34244,15.618981,EAP
-14.898828,2.511138,14.343601,EAP
-2.9936829,-17.710236,6.056028,HPL
-22.219105,-4.794881,20.915602,HPL
11.386744,4.5746613,3.2976878,HPL
0.79048926,-5.685801,-21.783028,HPL
-13.476425,-2.278168,32.53283,EAP
-10.275188,-19.142109,1.1012655,EAP
13.641895,10.404668,-10.234354,HPL
-21.8875,-1.5402756,11.688238,EAP
-22.12648,-11.866196,12.844394,HPL
-23.389872,-6.241094,-0.97746754,MWS
-7.3471546,-3.0768168,-1.3173937,MWS
-3.1354325,13.170394,-5.2208,HPL
-2.2790132,10.669426,14.654818,HPL
1.6966136,-1.7953149,5.005016,HPL
-8.670196,16.792427,-26.583044,EAP
8.960961,-2.8990476,-35.679054,EAP
-9.314109,-18.745844,-14.820165,MWS
3.5420506,17.624304,-1.1497407,MWS
22.263212,1.5610262,9.084396,HPL
16.498768,-22.006823,-18.456293,HPL
-23.934343,2.253093,18.907244,MWS
-12.006747,31.514795,9.503553,HPL
21.060184,-9.200576,-7.689974,HPL
-9.017982,28.77152,1.4121103,EAP
-27.216244,2.8367758,23.711372,EAP
13.925991,21.570936,17.336653,EAP
-1.7512321,-9.677406,28.857182,EAP
12.649929,4.5446506,17.961329,EAP
17.47833,7.503258,16.128975,EAP
17.786242,-7.8382816,8.766555,EAP
20.382492,-0.13522963,19.692028,HPL
-1.0496837,-0.72094494,-11.622186,MWS
1.1534479,22.368317,-2.7969277,HPL
-17.52711,1.9196905,33.58234,HPL
5.509108,-2.3435469,23.03604,EAP
0.78988236,4.595491,-17.329277,EAP
-4.4915857,13.185166,-12.633951,EAP
29.012917,-5.5070314,8.312754,HPL
-22.339714,-3.7280924,-26.61111,EAP
-2.7932549,6.0883994,-34.96218,HPL
-21.486366,21.079868,20.442959,EAP
-16.935848,-12.87385,-0.45557773,MWS
-7.694836,-4.9121037,17.224339,HPL
26.751095,-4.8032155,18.068153,EAP
-1.6891541,-24.434141,7.174626,EAP
7.5239625,-5.3148594,-0.18650566,HPL
19.061502,13.3221245,4.6607847,EAP
-10.037067,-7.3911505,27.450714,EAP
-16.912125,7.0192237,22.566814,EAP
9.863793,-10.812518,-9.078554,MWS
26.281094,2.1360664,11.182006,EAP
5.1304793,4.093662,-3.6363475,MWS
-1.8992964,26.789831,8.067769,EAP
-9.045884,-14.451204,1.8452215,EAP
-22.064829,13.490394,2.268335,MWS
14.229519,0.82404953,28.353899,EAP
-8.321015,-10.797984,-7.7868934,MWS
-17.75148,17.919474,22.003592,HPL
-10.04265,0.20052417,18.57387,EAP
-20.361813,-12.402189,22.575281,HPL
3.4985077,25.314928,1.5224377,EAP
0.6715182,17.977936,15.042634,MWS
0.5253369,-0.4879276,-29.410398,MWS
7.733735,7.858247,6.195077,EAP
16.148678,9.006135,19.269213,EAP
-18.200924,-25.204773,-8.635542,HPL
-9.173528,-10.707127,-3.3900032,MWS
8.534872,1.181348,10.0246315,EAP
-29.92911,9.893736,-8.05857,EAP
-14.439337,28.458633,-6.513802,EAP
-23.534647,1.916107,23.425562,HPL
34.6469,-5.270902,-3.3401806,EAP
-7.757576,19.227863,1.2598403,HPL
20.32252,15.309586,-9.338626,HPL
-3.7809553,4.58524,-12.403766,EAP
-16.24461,-2.9502256,-25.42336,MWS
8.003438,-23.730171,-11.056789,EAP
11.780362,-16.34461,1.266211,EAP
11.062655,-4.1579943,-15.271079,MWS
-4.088523,8.684449,4.8934464,EAP
3.276169,28.908379,10.576263,EAP
-9.397551,-11.573406,-9.796263,HPL
-16.417461,9.945706,-9.753214,MWS
-9.166345,-10.536657,-23.917847,MWS
-28.60378,-3.9136639,16.31472,EAP
26.957285,-3.512378,16.019104,MWS
-8.181004,-14.602198,21.633953,EAP
9.059229,-1.32828,20.399538,HPL
8.526535,1.134671,14.360883,EAP
-11.309824,-11.554293,4.00565,EAP
19.358833,16.02234,-12.138983,EAP
20.5433,-12.531514,17.235376,HPL
-14.266994,3.0790527,-8.339298,EAP
23.839588,-0.33665225,-11.228042,MWS
-11.928364,32.45169,-6.9394765,EAP
9.147979,12.738798,14.593583,EAP
23.549376,-5.7949147,4.4514375,HPL
-19.631437,8.406418,-18.609568,EAP
-24.060543,-15.825698,21.198563,EAP
-17.458345,12.514432,25.579266,EAP
-22.376562,-10.216879,2.0811934,MWS
-10.732399,8.949518,0.7164169,HPL
-8.421795,19.104958,-19.036259,EAP
20.49946,-12.697891,2.6592183,HPL
8.932727,-20.273817,-18.187725,HPL
-20.55797,-2.1989803,-2.556405,MWS
-19.35879,-15.306266,-17.14787,MWS
15.74761,-14.262299,-8.5333605,EAP
14.581845,-15.438467,-1.8084408,EAP
-7.023466,-31.287954,-3.7054386,EAP
15.400971,-1.1403215,26.198618,HPL
-25.453733,9.407629,-5.5945177,MWS
-29.4307,-5.432328,-6.278456,EAP
-15.463013,21.575228,-7.316567,HPL
-28.365376,-11.94036,8.435837,EAP
-1.0485536,-8.983399,16.772263,EAP
8.32845,34.320156,-2.3560638,EAP
-11.14904,-27.376204,6.984265,HPL
4.599466,-5.5139217,12.466402,HPL
-2.7624674,-1.0631932,19.478092,MWS
20.405024,4.2818794,20.028454,EAP
1.5631334,-17.381489,21.947054,MWS
23.825272,10.96535,-12.21832,EAP
-8.951932,-8.931154,30.76577,EAP
18.952793,-5.5959153,-12.342915,MWS
0.40751824,-16.186773,-25.561909,MWS
-18.921366,-3.4073944,-3.406509,MWS
22.878954,6.4968843,6.645371,MWS
-15.074732,2.0524824,1.0104878,MWS
12.287282,7.2918053,26.65437,EAP
14.031011,9.568384,3.141095,EAP
11.372844,31.80535,2.8263059,EAP
11.678917,-15.340427,21.97066,EAP
3.5826256,-15.369122,-8.505155,MWS
-14.999922,-5.9256415,20.611212,EAP
27.184,-4.5814643,-18.147371,HPL
-5.9746404,8.387926,-7.1426787,MWS
-9.884784,1.9423882,-6.0023804,EAP
22.965403,-3.8319068,-16.335814,MWS
-3.3482158,12.235258,18.62046,HPL
4.1787405,-9.790148,-13.92564,MWS
-17.46675,13.009021,21.892538,EAP
3.7543647,-21.075584,-22.659391,MWS
-21.399784,2.2030928,-3.96162,EAP
-36.29626,0.21580033,-0.34751034,EAP
-15.996899,24.293913,2.8792198,EAP
-17.632816,-21.53769,10.933553,HPL
12.603975,-24.32805,-11.009418,EAP
26.459164,13.615756,-0.53801197,MWS
16.34593,-11.400704,9.85079,EAP
-14.259651,-0.8932633,14.938555,MWS
8.571886,-13.761535,3.527861,EAP
20.634949,4.891722,-14.69455,MWS
-8.840126,-9.686952,1.6763287,MWS
1.2081485,-12.311197,32.41592,MWS
27.199865,-5.555773,-0.62341595,HPL
14.020788,-8.139075,2.6710973,EAP
-8.588661,13.771147,19.107225,EAP
17.129862,11.950878,2.8399,EAP
9.009516,23.480833,3.4497797,HPL
-9.217364,12.127472,-29.036608,EAP
-9.459111,-7.2706246,10.626785,HPL
9.0854845,-28.7415,-2.0474272,EAP
-37.024593,3.2046428,6.4720774,EAP
25.686134,-1.001744,-17.832245,HPL
3.5651536,-10.997117,-2.1782846,MWS
-12.776133,16.793728,-4.475999,MWS
-26.261026,-9.92963,-10.621103,MWS
26.914303,7.7055907,-0.92463356,EAP
12.992762,-22.083368,11.388773,MWS
-15.238217,-11.300626,-6.674507,EAP
-13.401347,27.48675,18.236288,MWS
-7.0441556,6.6039505,23.387291,MWS
18.386467,-4.967008,18.527687,EAP
18.323668,2.1317396,-8.077111,HPL
27.070076,3.606884,-9.307111,HPL
7.316442,25.329422,8.0666485,EAP
-1.8863652,28.641403,5.591442,MWS
-3.75098,22.113573,-13.991754,EAP
-16.64499,22.58992,-1.000439,EAP
-25.117052,-2.9314613,-14.170751,MWS
-8.914732,-1.5166482,11.45883,EAP
-27.52803,-13.168377,5.064029,EAP
10.130946,5.9503565,4.7435484,MWS
-0.23481803,10.861825,-2.4761443,HPL
28.793905,-13.405579,-4.4580035,HPL
-3.6077964,-24.039694,2.715253,HPL
26.857973,-2.0424497,-14.720059,MWS
-31.69199,2.3758266,-0.38043094,MWS
9.383864,30.141115,-8.246198,EAP
4.022413,22.779816,-0.688143,MWS
-14.209724,4.9809327,-6.8703423,MWS
13.356837,22.419037,20.881123,EAP
4.187832,10.545584,-4.053848,HPL
-1.2593082,18.819613,5.543165,HPL
9.272136,-7.369917,-20.672081,MWS
17.02875,-26.09005,6.746333,HPL
2.5332546,-14.9336195,19.878141,EAP
-13.76444,16.249056,4.7984986,MWS
-18.360317,14.620828,12.328665,EAP
-10.286783,14.814643,15.947598,EAP
-5.133275,8.363976,31.45565,EAP
17.731432,-20.892841,-1.3587071,EAP
10.509786,-23.290565,5.519563,HPL
-5.471691,7.5449643,-24.883595,MWS
4.645359,-8.2833,-15.4833355,MWS
5.7733107,8.227706,-25.911058,HPL
-25.210691,27.152288,-3.5639942,EAP
1.5298115,-16.043444,3.0419898,MWS
10.328401,7.7450447,-12.4229355,HPL
16.283129,-26.008654,1.5293348,MWS
-9.98744,18.964197,-21.377552,EAP
-2.9125524,13.751283,-31.886747,EAP
7.057891,4.470759,-4.0889106,EAP
6.383173,-10.74467,4.47377,MWS
11.404624,23.598093,22.487719,EAP
-6.4616346,5.4472637,34.4386,EAP
10.70805,-21.600948,-19.508877,HPL
-2.686203,-5.499928,-14.339102,EAP
-6.245315,22.079187,-18.159649,HPL
-14.774382,-2.5495226,-9.223552,MWS
-8.051532,1.7764243,22.969843,EAP
-25.842894,1.5314962,14.605936,EAP
3.2857928,-11.525356,-19.624697,EAP
26.391182,-1.0402064,-3.4363506,EAP
11.28171,7.8579116,-8.427837,HPL
9.301526,25.199379,2.4003124,HPL
13.085273,-23.524672,14.228107,EAP
15.814373,17.49614,25.914076,EAP
-9.2955675,-0.039055306,-22.330576,MWS
12.403107,-24.78744,-5.3084245,MWS
11.013997,27.388794,-6.3552537,EAP
8.742638,-9.428008,1.5421565,EAP
24.275883,-24.033459,6.0576386,MWS
1.6206588,0.1389125,20.816977,MWS
14.00379,-4.2230477,-0.07158128,EAP
25.569921,-6.6850452,12.089158,EAP
1.9013374,-24.334023,5.820683,HPL
16.844755,5.476051,19.59586,HPL
-1.6406435,-5.24027,-20.812954,MWS
2.247176,-20.047384,-0.81766003,MWS
4.6656857,-21.519533,-7.8838367,MWS
-12.2213955,-7.387239,6.6386266,EAP
4.548478,-21.236881,-0.7196853,MWS
15.233992,-8.586507,26.37755,EAP
-5.5615726,-17.553833,-0.9473459,HPL
32.70033,10.229757,-1.5551287,HPL
-5.9252524,15.177027,-21.67237,EAP
-24.336704,12.9400015,8.103126,EAP
-14.0552845,1.428841,-24.565638,MWS
-3.8116388,-4.7752395,2.2241116,EAP
17.204731,-20.58776,14.920477,EAP
13.370062,-7.285446,-5.545605,EAP
27.669483,10.757182,0.1159204,EAP
15.652156,-6.3780136,18.7986,EAP
4.9616957,-3.981823,-3.4891407,MWS
22.250214,-1.9014945,-17.28946,HPL
-13.80023,22.832897,-21.376484,EAP
20.139774,17.513803,-14.806037,MWS
19.961435,-1.6616148,4.211927,HPL
16.667192,-5.16213,11.676766,HPL
7.9669175,5.8788505,0.54870987,HPL
16.081783,12.228327,16.818079,EAP
-6.9284267,-5.753708,-5.555666,MWS
-18.673418,-1.1823812,-21.631828,EAP
-20.201534,-6.1394496,-11.93196,MWS
11.691086,-3.2707667,29.503939,EAP
-23.294024,-20.851604,-12.668367,HPL
-1.5905741,-22.245758,-9.7665205,EAP
-0.5627469,-23.743605,-16.29542,MWS
7.8634624,-10.00673,-20.27205,HPL
-22.4078,7.454165,16.806456,EAP
-3.5778794,-11.02462,-15.650545,EAP
-17.67382,10.090019,24.666368,EAP
-19.58499,-22.439732,-5.314319,MWS
-1.5225354,-19.427637,15.431171,HPL
9.16436,22.33906,3.4153066,MWS
-13.6463785,-17.888535,-1.2283536,MWS
20.217518,17.048084,-1.0962851,HPL
-9.905612,9.906065,8.437352,HPL
-8.103932,-3.6303642,8.297221,HPL
-13.7442665,25.881336,-2.535328,EAP
-19.340372,2.4763193,-12.161815,HPL
15.712481,-0.06389344,-19.587868,MWS
-14.643132,-6.6934414,-18.239382,MWS
-6.4901,-2.915008,-22.722523,MWS
10.5513,-0.4826992,16.918234,EAP
-32.33657,-3.939056,-5.8587413,EAP
-7.9027333,0.3957037,21.512665,HPL
16.66862,-26.88346,-5.697469,HPL
23.34047,-9.690172,-15.413699,HPL
27.760824,-15.731679,7.350745,EAP
7.216269,3.6745486,2.9480646,EAP
23.23595,-12.188271,8.026843,EAP
18.860943,-25.954088,9.836749,HPL
-23.000477,5.203599,6.627954,EAP
-3.1759465,13.713004,-21.291414,MWS
-18.253624,10.192544,4.348237,EAP
18.739664,5.365307,11.157975,MWS
23.06372,-4.4542184,15.9825945,EAP
0.1554985,-12.700061,25.861998,EAP
-22.906637,2.6370788,-26.191761,EAP
-1.0274493,-14.967842,-19.211035,HPL
-6.0157347,28.059729,-22.446413,HPL
-1.10991,-1.7973152,-0.86767936,EAP
3.2547436,-4.526381,23.196827,EAP
-22.44796,15.425561,1.8781903,HPL
-22.504255,-28.14727,7.3839974,EAP
-25.612846,6.6516476,8.796026,EAP
-28.565271,6.163795,-6.541253,MWS
-9.653877,-15.411047,15.501757,EAP
7.484021,15.463292,-1.6266739,MWS
4.2747583,-18.503017,20.322454,EAP
-27.740683,-0.5386058,4.9954705,EAP
-10.807091,12.16332,-15.3396,EAP
-3.7593489,-12.203989,18.475164,HPL
20.625614,-5.8649545,-17.084442,HPL
27.291718,-5.9011517,-19.167387,HPL
12.123967,-26.378208,-5.342709,EAP
11.039856,2.6628942,-6.5976973,HPL
2.7064776,12.82172,-2.004713,HPL
-2.271704,6.1601086,3.4000201,MWS
-13.077519,-7.1937895,-7.1391964,MWS
7.553986,-9.579999,-0.09092026,MWS
29.466812,-6.7796416,-5.9061456,EAP
13.139087,-5.022256,-5.8210063,MWS
-7.2804284,2.7572467,-17.897692,MWS
-15.301176,10.059572,8.388625,MWS
-28.169441,2.4336658,-16.22941,EAP
-27.29503,4.8924756,-3.6957314,MWS
20.589926,-3.102733,14.355646,EAP
-13.62856,-11.745048,-13.629166,MWS
20.093517,-1.2115151,-19.944454,EAP
-6.4039884,-6.282471,11.524567,HPL
10.948426,13.217438,-0.8068463,HPL
-19.153156,-0.79551816,-16.945774,MWS
-12.119249,-14.1564665,12.09443,EAP
-24.864508,-14.613296,-1.2089435,MWS
-0.7248137,3.2562022,2.2609127,HPL
3.797261,-0.34210065,1.797424,MWS
-13.32709,-20.112654,-10.287252,EAP
-8.954161,25.01456,15.609636,EAP
-1.8764622,26.029495,0.3994955,MWS
-0.5841429,12.2864275,-15.166133,MWS
-26.015074,6.8551154,-1.6743882,MWS
-6.892139,14.986598,-2.4065642,HPL
13.399406,4.466603,8.316583,HPL
-28.005646,2.9155362,-4.877642,MWS
-6.9522796,-31.859932,-3.7844605,EAP
-17.821787,-4.70859,-11.803345,EAP
-9.168731,28.377409,7.8540974,HPL
-23.290154,18.246656,1.0453604,MWS
-27.793491,-10.949828,5.4412403,EAP
-24.313011,-1.135191,-18.899681,MWS
9.650817,-13.560868,-10.386125,HPL
19.42438,21.882967,7.164143,MWS
1.820815,-14.192235,-22.803453,EAP
-6.232407,-32.967396,4.2160764,EAP
-5.3388786,11.010404,21.714504,MWS
-0.8973467,0.9467646,-20.387085,HPL
-7.2681904,-11.613911,-21.031538,EAP
21.043514,-14.692539,-11.820097,MWS
-17.649088,7.062516,-15.205178,MWS
-18.667307,-23.208471,-10.207845,MWS
5.5454073,-3.0254173,-8.792786,EAP
-25.664627,11.588905,2.075391,EAP
-13.3104725,21.278286,-8.274609,HPL
14.576198,21.570635,-18.173864,EAP
2.5771317,9.517359,-27.965525,EAP
22.992653,-1.8548222,-4.8195653,EAP
26.03816,-10.48844,-3.9112132,EAP
-0.65823454,-23.558973,-15.499612,MWS
7.93863,-21.239452,-23.833069,HPL
20.228313,18.892239,-6.4713264,MWS
-2.8551333,18.843887,22.100832,EAP
12.020996,21.172762,12.82197,MWS
-14.861235,2.7194283,-4.631247,EAP
-12.117452,-10.537288,16.0402,EAP
16.005507,-11.520886,21.257639,EAP
-23.579407,25.062702,4.8870363,EAP
-22.43655,-11.832978,-1.7970217,MWS
-30.666246,-3.4917622,-5.9256854,EAP
13.2379465,6.1641173,12.648402,HPL
-0.10335676,-19.391829,-16.053692,HPL
-1.3983974,-6.8931456,25.765493,HPL
-31.910519,2.0269637,20.93172,EAP
-19.259384,5.320552,13.756289,EAP
-19.976225,-11.917257,4.355658,MWS
-11.087651,-6.874711,19.246141,MWS
20.973066,-9.413406,-9.502441,EAP
-13.764274,20.131996,-6.8749065,HPL
23.748562,-5.424363,-16.258163,MWS
-2.467519,-5.4551263,-31.95871,EAP
19.938688,2.2081947,-10.899465,HPL
2.65706,-3.5525515,-3.2041,HPL
17.461222,0.7711471,-10.192438,MWS
-14.665493,-25.197855,11.055952,HPL
-3.6836147,29.30461,21.868233,MWS
12.404728,-12.6345005,5.0688586,EAP
-18.017996,0.31434143,-12.726415,MWS
-8.255446,10.97838,12.26113,EAP
0.27791008,-23.375689,1.3654804,MWS
-6.2870936,14.038541,18.185156,EAP
12.072563,-7.8814106,-11.592395,MWS
1.6072944,15.734356,-16.561838,HPL
27.117472,3.6818888,-21.67279,HPL
-10.57505,13.558197,20.752174,MWS
7.960979,10.574918,-27.28071,MWS
12.990147,3.0135083,-7.810547,MWS
3.3556094,8.32562,-0.4926094,HPL
5.7199984,-20.498474,-16.567522,MWS
9.235936,23.421314,3.4031374,MWS
-5.35204,10.505319,-23.323141,EAP
0.23775981,-10.44231,24.748213,MWS
-15.687022,20.645956,18.770355,EAP
5.2834206,-18.613455,-20.599943,EAP
-17.49557,-15.367203,18.630123,EAP
-8.234127,0.22148593,16.261103,EAP
-0.63687396,0.2803775,7.067683,EAP
-24.1172,23.399967,3.152173,MWS
1.9938188,19.094774,-23.942713,EAP
2.280753,12.621028,12.98216,EAP
8.510907,-14.906855,-3.8942502,EAP
-17.96801,-1.4301809,15.248894,MWS
-8.484349,12.478318,-11.021837,MWS
-4.119514,25.148333,-15.900243,HPL
-7.338472,9.691279,-10.679905,MWS
-5.5425735,29.878153,16.18572,EAP
-21.760332,1.7091467,4.4642177,EAP
-20.064646,-5.396047,6.122992,HPL
-5.6166244,30.375551,13.995767,HPL
7.982461,27.776821,-0.60105985,MWS
-13.804146,-2.8076942,24.348095,EAP
-17.369698,-18.965761,-6.2774496,MWS
-29.851475,-0.03325192,-9.007879,MWS
-3.2441943,-19.783499,6.1847367,HPL
31.772947,0.12304824,7.905754,EAP
-6.903132,17.91362,16.137293,EAP
13.642728,12.852245,15.038685,EAP
-12.516973,-4.956641,20.716063,MWS
-12.127535,-22.66533,-0.8817944,EAP
-0.16290751,-27.016335,-7.892077,MWS
-5.2495646,-1.9334623,11.269033,EAP
13.290222,-14.524218,-12.2480755,EAP
-15.305722,10.780372,-13.794704,HPL
6.3277745,-19.811003,11.291031,EAP
12.204735,-7.7093368,26.33116,EAP
-1.8949943,4.9717345,12.119005,EAP
-20.493376,-5.0029306,8.288543,EAP
-3.3394034,25.705019,21.224037,MWS
14.685727,1.4832819,-10.359289,HPL
27.920956,-1.3999666,-7.0828276,EAP
-18.802828,-14.544418,7.49561,EAP
-21.34143,-17.5821,-20.59455,MWS
-11.511525,-0.0224571,-7.5820293,MWS
20.06078,17.803108,18.510424,EAP
4.739901,-4.3131742,-19.061361,MWS
-17.096445,16.313784,22.04741,HPL
10.980782,3.322054,-12.393692,HPL
14.140216,-9.256423,1.8331118,MWS
